AccessionId	CDC	Pango	Collected	Country
SRR15624506		B.1.637	3/30/2021	USA
SRR15624617	Iota	B.1.526	3/30/2021	USA
SRR15624807	Alpha	B.1.1.7	3/30/2021	USA
SRR15624852	Iota	B.1.526	3/30/2021	USA
SRR15624867	Iota	B.1.526	3/30/2021	USA
SRR15625221		B.1.637	3/30/2021	USA
SRR15625255	Alpha	B.1.1.7	3/30/2021	USA
SRR15627758		B	8/12/2021	USA
SRR15627771	Delta	B.1.617.2	8/12/2021	USA
SRR15627788	Delta	B.1.617.2	8/12/2021	USA
SRR15627880	Delta	AY.103	8/12/2021	USA
SRR15634930	Iota	B.1.526	4/3/2021	USA
SRR15634937	Iota	B.1.526	4/3/2021	USA
SRR15634966		B.1.637	4/4/2021	USA
SRR15634968	Iota	B.1.526	4/4/2021	USA
SRR15634974		B.1	4/2/2021	USA
SRR15634996		B.1.637	4/3/2021	USA
SRR15635002	Iota	B.1.526	4/3/2021	USA
SRR15635006	Iota	B.1.526	4/3/2021	USA
SRR15635018	Alpha	B.1.1.7	4/3/2021	USA
SRR15635022	Alpha	B.1.1.7	4/3/2021	USA
SRR15635028	Iota	B.1.526	4/4/2021	USA
SRR15635044	Iota	B.1.526	4/3/2021	USA
SRR15635058	Iota	B.1.526	4/3/2021	USA
SRR15635066	Iota	B.1.526	4/2/2021	USA
SRR15635079	Alpha	B.1.1.7	4/3/2021	USA
SRR15635081	Iota	B.1.526	4/2/2021	USA
SRR15635082	Iota	B.1.526	4/2/2021	USA
SRR15635083	Iota	B.1.526	4/2/2021	USA
SRR15635089	Alpha	B.1.1.7	4/4/2021	USA
SRR15635121	Alpha	B.1.1.7	4/2/2021	USA
SRR15635124		B.1.637	4/2/2021	USA
SRR15635143	Iota	B.1.526	4/3/2021	USA
SRR15635145	Alpha	B.1.1.7	4/2/2021	USA
SRR15635151		R.1	4/2/2021	USA
SRR15635156		R.1	4/2/2021	USA
SRR15635221	Iota	B.1.526	4/3/2021	USA
SRR15635272	Alpha	B.1.1.7	4/2/2021	USA
SRR15635286	Alpha	B.1.1.7	4/3/2021	USA
SRR15635290	Iota	B.1.526	4/2/2021	USA
SRR15635300	Iota	B.1.526	4/4/2021	USA
SRR15635315	Iota	B.1.526	4/2/2021	USA
SRR15635322		B.1.2	4/3/2021	USA
SRR15635323	Alpha	B.1.1.7	4/2/2021	USA
SRR15635325	Iota	B.1.526	4/2/2021	USA
SRR15635331	Iota	B.1.526	4/2/2021	USA
SRR15635337		B.1.637	4/2/2021	USA
SRR15635426	Gamma	P.1	4/2/2021	USA
SRR15635428	Alpha	B.1.1.7	4/2/2021	USA
SRR15635631	Delta	AY.3	8/12/2021	USA
SRR15635663	Delta	AY.3	8/12/2021	USA
SRR15635666	Delta	AY.3	8/12/2021	USA
SRR15635668	Delta	AY.125	8/12/2021	USA
SRR15635679	Delta	AY.103	8/12/2021	USA
SRR15635686	Delta	AY.103	8/12/2021	USA
SRR15635735	Delta	AY.103	8/12/2021	USA
SRR15635803	Delta	AY.46.4	8/12/2021	USA
SRR15635805	Delta	AY.75	8/12/2021	USA
SRR15650532	Delta	AY.44	8/12/2021	USA
SRR15650540	Delta	AY.103	8/12/2021	USA
SRR15656236			8/7/2021	USA
SRR15656247			8/7/2021	USA
SRR15656326			8/7/2021	USA
SRR15656328			8/7/2021	USA
SRR15656338			8/7/2021	USA
SRR15656392			8/7/2021	USA
SRR15656394			8/7/2021	USA
SRR15656499			8/7/2021	USA
SRR15656538			8/7/2021	USA
SRR15656553			8/7/2021	USA
SRR15656558			8/7/2021	USA
SRR15658660	Delta	AY.20	8/12/2021	USA
SRR15658704		B	8/12/2021	USA
SRR15658706			8/12/2021	USA
SRR15704191	Iota	B.1.526	3/6/2021	USA
SRR15704218		R.1	3/6/2021	USA
SRR15704248	Iota	B.1.526	3/5/2021	USA
SRR15704254	Alpha	B.1.1.7	3/5/2021	USA
SRR15704263	Alpha	B.1.1.7	3/5/2021	USA
SRR15704272	Iota	B.1.526	3/5/2021	USA
SRR15704274		B.1.637	3/4/2021	USA
SRR15704296	Iota	B.1.526	3/6/2021	USA
SRR15704301	Iota	B.1.526	3/1/2021	USA
SRR15704436	Iota	B.1.526	3/7/2021	USA
SRR15704452	Iota	B.1.526	3/6/2021	USA
SRR15704550	Epsilon	B.1.429	3/3/2021	USA
SRR15704558	Iota	B.1.526	3/3/2021	USA
SRR15704560	Alpha	B.1.1.7	3/1/2021	USA
SRR15704669	Iota	B.1.526	3/1/2021	USA
SRR15704675	Iota	B.1.526	3/4/2021	USA
SRR15704701		B.1.575	3/6/2021	USA
SRR15704703	Iota	B.1.526	3/6/2021	USA
SRR15704704	Iota	B.1.526	3/6/2021	USA
SRR15704788		B.1.637	3/2/2021	USA
SRR15705059	Iota	B.1.526	3/1/2021	USA
SRR15705129		B.1.1.519	3/10/2021	USA
SRR15705181			3/3/2021	USA
SRR15705240	Iota	B.1.526	3/3/2021	USA
SRR15705269		B.1.637	3/3/2021	USA
SRR15705309		B.1.1.519	3/4/2021	USA
SRR15705359	Iota	B.1.526	3/3/2021	USA
SRR15711230		B.1	4/9/2020	USA
SRR15711235		B.1	4/10/2020	USA
SRR15714437			7/14/2021	USA
SRR15714438	Delta	AY.26	7/14/2021	USA
SRR15855666	Delta	AY.100	9/4/2021	USA
SRR15857267	Delta	AY.44	9/5/2021	USA
SRR15857373	Delta	B.1.617.2	9/5/2021	USA
SRR15862248	Delta	AY.25	7/1/2021	USA
SRR15862259	Delta	AY.14	7/13/2021	USA
SRR15881493		B.1	3/31/2020	USA
SRR15881495		B.1	3/31/2020	USA
SRR15881497		B.1.552	4/5/2020	USA
SRR15881499		A.1	3/31/2020	USA
SRR15881504		B.1	3/28/2020	USA
SRR15881507		B.20	5/2/2020	USA
SRR15881508		B.1.14	5/1/2020	USA
SRR15881520		B.19	3/31/2020	USA
SRR15881521		B.19	3/29/2020	USA
SRR15881524		B.1.14	4/17/2020	USA
SRR15881525		B.1.14	4/14/2020	USA
SRR15881527		B.1.14	4/12/2020	USA
SRR15881528		B.1.14	4/12/2020	USA
SRR15881530		B.1.14	4/10/2020	USA
SRR15881532		B.1.14	4/10/2020	USA
SRR15881535		B.1.14	4/10/2020	USA
SRR15881544		B.1.14	4/4/2020	USA
SRR15898483	Delta	AY.106	9/4/2021	Jordan
SRR15910753	Delta	AY.71	6/13/2021	India
SRR15910754	Delta	AY.122	6/13/2021	India
SRR15910771	Delta	AY.114	6/11/2021	India
SRR15910786	Delta	AY.43	5/30/2021	India
SRR15910802	Delta	B.1.617.2	6/11/2021	India
SRR15910810	Delta	AY.71	5/30/2021	India
SRR15910811	Delta	AY.71	5/30/2021	India
SRR15910819	Delta	AY.71	6/13/2021	India
SRR15910851	Delta	AY.71	5/8/2021	India
SRR15910859	Delta	AY.9.2	6/1/2021	India
SRR15910927	Delta	AY.71	4/30/2021	India
SRR15911000	Delta	AY.71	5/5/2021	India
SRR15911029	Delta	AY.71	5/4/2021	India
SRR15911036	Kappa	B.1.617.1	5/6/2021	India
SRR15911040	Kappa	B.1.617.1	5/4/2021	India
SRR15911050	Delta	AY.112	5/2/2021	India
SRR15911073			5/2/2021	India
SRR15911162	Delta	AY.71	6/2/2021	India
SRR15929209	Delta	B.1.617.2	9/6/2021	USA
SRR15929210	Delta	AY.103	9/6/2021	USA
SRR15960510	Delta	AY.103	9/9/2021	USA
SRR15960511	Delta	AY.103	9/9/2021	USA
SRR15960516	Delta	AY.103	9/9/2021	USA
SRR15960519	Delta	AY.25.2	9/9/2021	USA
SRR15960520	Delta	AY.47	9/9/2021	USA
SRR15960524	Delta	AY.114	9/9/2021	USA
SRR15960525	Delta	AY.100	9/9/2021	USA
SRR15960526	Delta	AY.119	9/9/2021	USA
SRR15968329	Delta	AY.103	9/10/2021	USA
SRR15968383	Delta	AY.3	9/10/2021	USA
SRR15968426	Delta	AY.44	9/10/2021	USA
SRR15972874	Mu	B.1.621	8/2/2021	USA
SRR15979914	Delta	AY.39	8/2/2021	USA
SRR15979937	Delta	AY.103	7/30/2021	USA
SRR15979938	Delta	AY.103	7/30/2021	USA
SRR15979959	Delta	AY.75	8/1/2021	USA
SRR15979967	Delta	AY.14	7/30/2021	USA
SRR15979977	Delta	B.1.617.2	8/1/2021	USA
SRR15979978	Delta	AY.25	8/1/2021	USA
SRR15979999	Delta	AY.113	7/30/2021	USA
SRR15980002	Delta	AY.54	7/30/2021	USA
SRR15980003	Delta	AY.109	7/30/2021	USA
SRR15980010	Delta	AY.47	7/30/2021	USA
SRR15991320	Delta	AY.103	8/3/2021	USA
SRR15991324	Delta	AY.14	8/6/2021	USA
SRR15991333	Delta	AY.47	8/2/2021	USA
SRR15991351	Delta	B.1.617.2	8/4/2021	USA
SRR15991354	Delta	AY.100	8/2/2021	USA
SRR15991359	Delta	AY.103	8/2/2021	USA
SRR15991364	Delta	AY.54	8/3/2021	USA
SRR15991366	Delta	AY.54	8/3/2021	USA
SRR15991400	Delta	AY.47	8/2/2021	USA
SRR15991410	Delta	AY.103	8/8/2021	USA
SRR15991412	Delta	AY.47	8/5/2021	USA
SRR15991414	Delta	AY.47	8/5/2021	USA
SRR15991435	Alpha	B.1.1.7	6/9/2021	USA
SRR16003265	Delta	AY.10	5/30/2021	India
SRR16003283		B.1.36	12/1/2020	India
SRR16003346	Delta	AY.71	5/5/2021	India
SRR16155017		B	5/11/2020	USA
SRR16155020		B.1	5/4/2020	USA
SRR16155049		B.1	6/30/2020	USA
SRR16155151		B	5/10/2020	USA
SRR16166231		B.1.320	4/13/2020	USA
SRR16166244		B.1.1.93	7/11/2020	USA
SRR16166250		B.1.126	7/13/2020	USA
SRR16166323		B.1	6/2/2020	USA
SRR16166327		B.1	9/8/2020	USA
SRR16166338		B.1.1	9/9/2020	USA
SRR16166420		B.1.241	7/11/2020	USA
SRR16166425		B.1	7/12/2020	USA
SRR16166431		B.1.400	5/12/2020	USA
SRR16166438		B.1.240	6/1/2020	USA
SRR16166458		B.1.243	9/4/2020	USA
SRR16166459		B.1.243	9/3/2020	USA
SRR16166463		B.1.243	9/2/2020	USA
SRR16166467		B.1.243	9/1/2020	USA
SRR16166479		B.1	6/1/2020	USA
SRR16166486		B.1	6/1/2020	USA
SRR16166507		B.1.369	8/4/2020	USA
SRR16166508		B.1.509	8/4/2020	USA
SRR16166514		B.1.1.277	9/3/2020	USA
SRR16166538		B.1.243	5/11/2020	USA
SRR16166568		B.1	7/12/2020	USA
SRR16166575		B.1.243	8/30/2020	USA
SRR16166576		B.1.243	8/30/2020	USA
SRR16166578		B.1.243	8/30/2020	USA
SRR16166580		B.1.243	9/2/2020	USA
SRR16166582		B.1.243	9/2/2020	USA
SRR16166587		B.1.320	5/12/2020	USA
SRR16166614		B.1.243	9/2/2020	USA
SRR16166615		B.1.243	9/2/2020	USA
SRR16166617		B.1.243	9/2/2020	USA
SRR16166618		B.1.243	9/2/2020	USA
SRR16166622		B.1.243	9/1/2020	USA
SRR16166623		B.1.243	9/1/2020	USA
SRR16166629		B.1.243	9/1/2020	USA
SRR16166698		B.1.243	5/12/2020	USA
SRR16166705		B.1	5/11/2020	USA
SRR16166733		B.1.451	6/1/2020	USA
SRR16166735		B.1.1.93	7/6/2020	USA
SRR16166748		B.1.556	7/7/2020	USA
SRR16166751		B.1.243	7/7/2020	USA
SRR16166756		B.1.561	7/9/2020	USA
SRR16166759		B.1.400	7/9/2020	USA
SRR16166762		B.1.556	7/11/2020	USA
SRR16166767		B.1.1.128	7/10/2020	USA
SRR16166771		B.1	7/11/2020	USA
SRR16166772		B.1.1	7/10/2020	USA
SRR16166774		B.1.239	7/11/2020	USA
SRR16166777		B.1	7/9/2020	USA
SRR16166779		B.1	7/9/2020	USA
SRR16166787		B.1.1.8	6/30/2020	USA
SRR16166789		B.1.576	7/9/2020	USA
SRR16166820		B.1.313	7/10/2020	USA
SRR16166822		B.1.240	6/30/2020	USA
SRR16166830		B.1.369	7/6/2020	USA
SRR16166831		B.1.595	7/8/2020	USA
SRR16166835		B.1.240	7/6/2020	USA
SRR16166876		B.1.206	7/9/2020	USA
SRR16166882		B.1.556	7/9/2020	USA
SRR16166894		B.1.239	7/9/2020	USA
SRR16166924		B.1.369	8/1/2020	USA
SRR16166941		B.1.556	7/8/2020	USA
SRR16166947		B.1.240	7/1/2020	USA
SRR16166963		B.1.243	6/1/2020	USA
SRR16166978		B.1.1.128	7/13/2020	USA
SRR16167107		B.1	6/5/2020	USA
SRR16167113		B.1	6/5/2020	USA
SRR16167169		B.1	11/30/2020	USA
SRR16167235		B.1.232	12/1/2020	USA
SRR16167295		B.1.243	12/1/2020	USA
SRR16167301		B.1.1	12/1/2020	USA
SRR16167325		B.1.561	11/30/2020	USA
SRR16167333		B.1.561	11/30/2020	USA
SRR16167349		B.1.561	11/30/2020	USA
SRR16167355	Epsilon	B.1.427	11/30/2020	USA
SRR16167362		B.1.2	11/30/2020	USA
SRR16167364		B.1.2	12/1/2020	USA
SRR16167366		B.1.558	11/30/2020	USA
SRR16167378		B.1.2	12/2/2020	USA
SRR16167379		B.1.369	12/1/2020	USA
SRR16167439		B.1.1.291	7/1/2020	USA
SRR16167447		B.1.240	6/30/2020	USA
SRR16167467		B.1.556	6/11/2020	USA
SRR16167483		B.1	6/13/2020	USA
SRR16167488		B.1	7/1/2020	USA
SRR16171723		B.1.1.519	4/3/2021	USA
SRR16171755	Alpha	B.1.1.7	4/6/2021	USA
SRR16171767			3/30/2021	USA
SRR16171805	Alpha	B.1.1.7	3/30/2021	USA
SRR16171810	Alpha	B.1.1.7	3/30/2021	USA
SRR16171858	Alpha	Q.3	4/9/2021	USA
SRR16171861	Epsilon	B.1.429	12/30/2020	USA
SRR16171895		B.1.1	10/1/2020	USA
SRR16171905		B.1.558	10/12/2020	USA
SRR16171984	Alpha	Q.3	4/1/2021	USA
SRR16172065		B.1.232	10/2/2020	Mexico
SRR16172078		B.1.561	9/8/2020	Mexico
SRR16172083		B.1.561	9/8/2020	Mexico
SRR16172085		B.1.561	9/7/2020	Mexico
SRR16172086		B.1.400	9/4/2020	Mexico
SRR16172087		B.1.609	9/4/2020	Mexico
SRR16172092		B.1.399	9/3/2020	Mexico
SRR16172096		B.1.241	9/2/2020	Mexico
SRR16172108	Alpha	Q.3	4/6/2021	USA
SRR16172114	Alpha	Q.3	4/6/2021	USA
SRR16172328			4/7/2021	USA
SRR16172332			4/5/2021	USA
SRR16172377	Gamma	P.1.17	3/30/2021	USA
SRR16172383	Epsilon	B.1.427	4/1/2021	USA
SRR16173937		B.1.1.222	12/12/2020	USA
SRR16173946		B.1.1.258	12/12/2020	USA
SRR16173954		B.1.232	12/12/2020	USA
SRR16174038		B.1.241	7/30/2020	USA
SRR16174095		B.1.561	9/30/2020	USA
SRR16174120			4/30/2021	USA
SRR16174131		B.1.561	12/4/2020	USA
SRR16174170		B.1.1.362	12/13/2020	USA
SRR16174219		B.1.1.432	12/3/2020	Mexico
SRR16174266		B.1.1.93	7/6/2020	USA
SRR16174270		B.1	9/1/2020	USA
SRR16174319		B.1.243	12/2/2020	Mexico
SRR16174329		B.1.1.432	11/30/2020	Mexico
SRR16174412		B.1.243	7/7/2020	USA
SRR16174423		B.1	5/30/2020	USA
SRR16174474		B.1.561	12/30/2020	USA
SRR16174774		B.1.1	5/6/2021	USA
SRR16174794			5/2/2021	USA
SRR16174842		B.1.232	12/1/2020	USA
SRR16174932		B.1	12/4/2020	USA
SRR16174993		B.1	6/2/2020	USA
SRR16175004			4/7/2021	USA
SRR16175066		B	1/1/2021	USA
SRR16175071		B.1.577	1/1/2021	USA
SRR16175072		B.1	1/1/2021	USA
SRR16175073			1/1/2021	USA
SRR16175075		B.1.400	1/1/2021	USA
SRR16175077		B.1.1.222	1/1/2021	USA
SRR16175079		B.1.311	1/1/2021	USA
SRR16175087		B.1.561	1/1/2021	USA
SRR16175089		B.1.2	1/1/2021	USA
SRR16175091		B	1/1/2021	USA
SRR16175095			1/1/2021	USA
SRR16175097		B.1.2	1/1/2021	USA
SRR16175099			1/1/2021	USA
SRR16175104		B.1	1/1/2021	USA
SRR16175112		B.1	1/1/2021	USA
SRR16175149			1/1/2021	USA
SRR16175159		B.1.234	1/1/2021	USA
SRR16175160		B.1	1/1/2021	USA
SRR16175163			1/1/2021	USA
SRR16175188		B.1.2	1/10/2021	USA
SRR16175200		B.1.561	12/30/2020	USA
SRR16175206		B.1.561	12/30/2020	USA
SRR16175210			1/8/2021	USA
SRR16175277		B.1.1.432	1/3/2021	USA
SRR16175306		B.1.1	5/7/2021	USA
SRR16175349		B.1.561	12/30/2020	USA
SRR16175361		XB	7/8/2020	USA
SRR16175364		B.1.240	7/6/2020	USA
SRR16175370		B.1.401	7/2/2020	USA
SRR16175375		B.1.313	7/2/2020	USA
SRR16175540	Epsilon	B.1.427	5/2/2021	USA
SRR16175542	Iota	B.1.526	5/2/2021	USA
SRR16175543	Gamma	P.1	5/2/2021	USA
SRR16175544		XB	5/2/2021	USA
SRR16175546	Gamma	P.1	4/5/2021	USA
SRR16175582		B.1	1/1/2021	USA
SRR16175589		B.1.2	1/1/2021	USA
SRR16175749		B.1.1	7/7/2020	USA
SRR16175873		B.1.320	4/12/2020	Mexico
SRR16175876		B.1.320	4/12/2020	Mexico
SRR16175882		B.1.320	4/11/2020	Mexico
SRR16175899		B.1	4/7/2020	Mexico
SRR16175939		B.1.243	5/11/2020	Mexico
SRR16176003		B.1	1/30/2021	USA
SRR16176012		B.1	5/8/2020	Mexico
SRR16176033		B.1	5/7/2020	Mexico
SRR16176069			1/30/2021	USA
SRR16176070		B.1	1/30/2021	USA
SRR16176072		B.1	1/30/2021	USA
SRR16176096		B.1.320	4/9/2020	Mexico
SRR16176100		B.1	4/7/2020	Mexico
SRR16176198		B.1.1.440	7/10/2020	USA
SRR16176354		B.1	5/11/2020	Mexico
SRR16176366		B.1.243	5/9/2020	Mexico
SRR16176372		B.1.243	5/9/2020	Mexico
SRR16176373		A.5	5/8/2020	Mexico
SRR16176374		B.1	5/9/2020	Mexico
SRR16176466	Gamma	P.1.10	6/5/2021	USA
SRR16176604		B.1	10/9/2020	USA
SRR16176665		B.1	4/30/2020	Mexico
SRR16176686		B.1	4/13/2020	Mexico
SRR16176738			6/1/2021	USA
SRR16176747			5/30/2021	USA
SRR16176775		XB	5/7/2021	USA
SRR16176778		XB	5/6/2021	USA
SRR16176780		B.1.561	5/6/2021	USA
SRR16176799		B.1.561	11/13/2020	Mexico
SRR16176806		B.1.243	7/13/2020	Mexico
SRR16177780	Delta	AY.48	7/13/2021	USA
SRR16177784			7/9/2021	USA
SRR16177849			7/6/2021	Mexico
SRR16177857			7/2/2021	Mexico
SRR16177917		B.1.369	1/9/2021	USA
SRR16177920		B.1.561	1/9/2021	USA
SRR16177930	Gamma	P.1.17	4/2/2021	USA
SRR16177936		B.1.126	12/6/2020	USA
SRR16177948	Alpha	B.1.1.7	4/4/2021	USA
SRR16177956	Alpha	B.1.1.7	4/1/2021	USA
SRR16177963			7/13/2021	USA
SRR16177965			7/13/2021	USA
SRR16177970			7/13/2021	USA
SRR16177973	Delta	AY.103	7/13/2021	USA
SRR16177975	Delta	AY.43	7/13/2021	USA
SRR16177986	Delta	AY.64	7/12/2021	USA
SRR16177987	Delta	AY.25	7/12/2021	USA
SRR16177994			7/1/2021	USA
SRR16177996			7/2/2021	USA
SRR16178120		B.1.2	1/9/2021	USA
SRR16178125	Epsilon	B.1.429	1/9/2021	USA
SRR16178136	Delta	AY.26	7/13/2021	USA
SRR16178138			7/13/2021	USA
SRR16178156			6/30/2021	USA
SRR16178157	Delta	AY.44	6/30/2021	USA
SRR16178162			7/1/2021	USA
SRR16178163		B.1.1.519	7/2/2021	USA
SRR16178228		B.1.2	12/13/2020	USA
SRR16178250	Alpha	B.1.1.7	4/5/2021	USA
SRR16178288	Alpha	B.1.1.7	5/7/2021	USA
SRR16178312	Delta	AY.44	7/10/2021	USA
SRR16178323			7/13/2021	USA
SRR16178366		B.1.243	8/30/2020	USA
SRR16178369		B.1.243	9/1/2020	USA
SRR16178380	Delta	AY.26	7/10/2021	USA
SRR16178384			7/11/2021	USA
SRR16178386			7/13/2021	USA
SRR16178400			7/11/2021	USA
SRR16178423		XB	7/10/2021	USA
SRR16178520			1/13/2021	USA
SRR16178547		B.1.1.519	7/8/2021	USA
SRR16178551	Delta	AY.26	7/7/2021	USA
SRR16178560			7/7/2021	USA
SRR16178561		XB	7/5/2021	USA
SRR16178568			7/13/2021	USA
SRR16178578	Delta	AY.44	7/2/2021	USA
SRR16178660	Alpha	B.1.1.7	6/1/2021	USA
SRR16178700	Gamma	P.1.14	3/11/2021	USA
SRR16178743		R.1	3/30/2021	USA
SRR16180036	Delta	AY.20	7/12/2021	USA
SRR16180128			7/12/2021	USA
SRR16180135			7/11/2021	USA
SRR16180144			7/11/2021	USA
SRR16180145			7/10/2021	USA
SRR16180149			7/8/2021	USA
SRR16180150			7/8/2021	USA
SRR16180151	Delta	AY.3	7/8/2021	USA
SRR16180156			7/8/2021	USA
SRR16180158			7/8/2021	USA
SRR16180167			7/7/2021	USA
SRR16180175			7/5/2021	USA
SRR16180176			7/5/2021	USA
SRR16180238			3/11/2021	USA
SRR16180263			7/3/2021	USA
SRR16180303			7/1/2021	USA
SRR16180311		B.1.1	7/1/2021	USA
SRR16180436	Alpha	B.1.1.7	6/10/2021	USA
SRR16180443	Alpha	Q.3	7/11/2020	USA
SRR16180656			7/30/2021	USA
SRR16180659	Delta	AY.116.1	7/30/2021	USA
SRR16180660			7/30/2021	USA
SRR16180661	Delta	AY.103	8/1/2021	USA
SRR16180663	Delta	AY.25.1	7/30/2021	USA
SRR16180666	Delta	AY.26	7/30/2021	USA
SRR16180716	Delta	AY.26	8/2/2021	USA
SRR16180717	Delta	AY.112	8/2/2021	USA
SRR16180718	Delta	AY.20	8/2/2021	USA
SRR16180719	Delta	B.1.617.2	8/2/2021	USA
SRR16180723	Delta	AY.33	8/1/2021	USA
SRR16180727	Delta	AY.129	8/1/2021	USA
SRR16180728	Delta	AY.26	8/2/2021	USA
SRR16180739	Delta	AY.122	8/2/2021	USA
SRR16180741	Delta	AY.26	7/30/2021	USA
SRR16180742	Delta	AY.112	8/2/2021	USA
SRR16180743	Delta	AY.103	7/30/2021	USA
SRR16180746	Delta	AY.26	7/30/2021	USA
SRR16180787	Delta	AY.116.1	8/1/2021	USA
SRR16180795	Delta	AY.48	8/2/2021	USA
SRR16180799	Gamma	P.1	8/2/2021	USA
SRR16180803	Delta	B.1.617.2	8/2/2021	USA
SRR16180809			8/2/2021	USA
SRR16180810	Delta	AY.118	8/3/2021	USA
SRR16180814			8/3/2021	USA
SRR16180817	Delta	AY.26	8/3/2021	USA
SRR16180818	Delta	AY.43	8/3/2021	USA
SRR16180825			8/3/2021	USA
SRR16180940			7/30/2021	USA
SRR16180950	Delta	AY.44	8/1/2021	USA
SRR16180956			8/4/2021	USA
SRR16181009			8/3/2021	USA
SRR16181023	Delta	AY.44	8/1/2021	USA
SRR16181028			7/30/2021	USA
SRR16181029			7/30/2021	USA
SRR16182199	Delta	AY.54	8/7/2021	USA
SRR16182217	Delta	AY.103	8/9/2021	USA
SRR16182220	Delta	AY.44	8/9/2021	USA
SRR16182225	Delta	AY.75	8/6/2021	USA
SRR16182228	Delta	AY.44	8/9/2021	USA
SRR16182231	Delta	AY.103	8/5/2021	USA
SRR16182342			8/4/2021	USA
SRR16182354	Delta	AY.75	8/1/2021	USA
SRR16182382	Delta	AY.44	8/1/2021	USA
SRR16182391	Delta	AY.25	7/30/2021	USA
SRR16182399	Delta	AY.26	7/30/2021	USA
SRR16182400	Delta	AY.118	7/30/2021	USA
SRR16182434	Delta	AY.103	8/6/2021	USA
SRR16182441	Delta	AY.118	8/1/2021	USA
SRR16182442	Delta	AY.103	8/9/2021	USA
SRR16182493	Delta	AY.116.1	8/1/2021	USA
SRR16182579	Delta	AY.20	8/9/2021	USA
SRR16182580	Delta	AY.20	8/9/2021	USA
SRR16182644	Alpha	B.1.1.7	8/5/2021	USA
SRR16182652	Delta	AY.25.1	8/5/2021	USA
SRR16182653	Delta	AY.25	8/5/2021	USA
SRR16182675	Delta	AY.118	8/9/2021	USA
SRR16182676	Delta	AY.103	8/9/2021	USA
SRR16182679	Delta	AY.118	8/9/2021	USA
SRR16182698	Delta	AY.25.1	8/9/2021	USA
SRR16182703	Delta	AY.118	8/6/2021	USA
SRR16182704	Delta	AY.103	8/9/2021	USA
SRR16182718	Delta	AY.3	8/9/2021	USA
SRR16182844	Delta	AY.25.1	8/7/2021	USA
SRR16182870	Delta	B.1.617.2	8/6/2021	USA
SRR16182945	Delta	AY.103	8/8/2021	USA
SRR16182946	Delta	AY.103	8/6/2021	USA
SRR16182986	Delta	AY.103	8/8/2021	USA
SRR16182988	Delta	AY.129	8/7/2021	USA
SRR16183090	Delta	AY.44	8/8/2021	USA
SRR16183095	Delta	AY.103	8/11/2021	USA
SRR16183414	Delta	AY.44	8/12/2021	USA
SRR16183416	Delta	AY.75	8/13/2021	USA
SRR16183418	Delta	AY.116.1	8/10/2021	USA
SRR16183426	Delta	AY.25.1	8/12/2021	USA
SRR16183433	Delta	AY.44	8/11/2021	USA
SRR16183435	Delta	AY.25	8/12/2021	USA
SRR16183439	Delta	AY.26	8/13/2021	USA
SRR16183443	Delta	AY.44	8/13/2021	USA
SRR16183444	Delta	AY.67	8/13/2021	USA
SRR16183461	Delta	AY.26	7/7/2021	Mexico
SRR16183503	Delta	AY.3	8/12/2021	USA
SRR16183505	Delta	AY.39	8/11/2021	USA
SRR16183508	Delta	AY.44	8/11/2021	USA
SRR16183510	Delta	AY.13	8/10/2021	USA
SRR16183511	Delta	AY.25	8/11/2021	USA
SRR16183514	Delta	AY.103	8/11/2021	USA
SRR16183515	Delta	AY.25	8/11/2021	USA
SRR16183522	Delta	AY.103	8/12/2021	USA
SRR16183523	Delta	AY.26	8/11/2021	USA
SRR16183527	Delta	AY.25.1	8/11/2021	USA
SRR16183528	Mu	B.1.621	8/11/2021	USA
SRR16183540		B.1.1.519	7/7/2021	USA
SRR16183573	Delta	AY.44	8/8/2021	USA
SRR16183593	Delta	AY.26	7/12/2021	Mexico
SRR16183597	Gamma	P.1.10.1	7/13/2021	Mexico
SRR16183598			7/12/2021	Mexico
SRR16183607	Delta	AY.100	7/7/2021	Mexico
SRR16183620	Delta	AY.13	8/11/2021	USA
SRR16183644	Delta	AY.75	7/9/2021	USA
SRR16183652	Delta	AY.44	7/9/2021	USA
SRR16183699	Delta	AY.47	8/10/2021	USA
SRR16183700	Delta	AY.44	8/12/2021	USA
SRR16183708	Delta	AY.25.1	8/8/2021	USA
SRR16183723	Delta	AY.26	8/12/2021	USA
SRR16183724		B	8/13/2021	USA
SRR16183725		B	8/13/2021	USA
SRR16183726	Delta	AY.3	8/13/2021	USA
SRR16183759	Delta	AY.26	7/12/2021	Mexico
SRR16183779	Delta	AY.100	8/11/2021	USA
SRR16183803	Delta	AY.103	8/11/2021	USA
SRR16183805			8/11/2021	USA
SRR16183880	Delta	AY.44	8/13/2021	USA
SRR16183896	Delta	AY.20	8/10/2021	USA
SRR16183899	Delta	AY.26	8/11/2021	USA
SRR16183909	Delta	AY.43	6/30/2021	USA
SRR16183985	Delta	AY.122.4	8/10/2021	USA
SRR16184056		B	8/13/2021	USA
SRR16184117	Delta	B.1.617.2	8/12/2021	USA
SRR16184130	Delta	B.1.617.2	8/12/2021	USA
SRR16184250	Delta	AY.26	8/12/2021	USA
SRR16184253	Delta	AY.25.1	8/12/2021	USA
SRR16184345	Delta	AY.13	8/12/2021	USA
SRR16184346	Delta	AY.13	8/11/2021	USA
SRR16192667			7/2/2021	USA
